sku,sku_name,proveedor,owner,leadtime,fecha_arribo,cantidad_a_comprar,moq,precio_unitario,mes_arribo
JAR-MASON8-MET,Dispensador Bebidas 8 Litros Mason Jar Vitrolero Base Metal,INTLC7SY,Celia Russo,90,2025-09-30,"2,154",0,5,9
LIV-GARDEN4-MAR,Sala Rattan Para Exterior Jardin Mimbre Marron Cojines Beige,INTL8AEL,Celia Russo,125,2025-10-30,0,0,61,10
LIV-GARDEN4-NEG,Sala para Exteriores Jardin de Mimbre Negro Cojines Beige,INTL8AEL,Celia Russo,125,2025-10-30,0,0,68,10
LIVGREEN4-MAR,Sala Exterior Para Jardín Textil 4 Pzas,INTL8AEL,Celia Russo,125,2025-10-30,64,0,54,10
LIVGREEN4-NEG,Sala Exterior Para Jardín Textil 4 Pzas,INTL8AEL,Celia Russo,125,2025-10-30,0,0,54,10
LIV-SILVER4-GRI,Sala para exterior silver,INTL8AEL,Celia Russo,125,2025-10-30,183,0,FALTA INFO,10
LIV-SUMMER4-NEG,Sala para exterior con almohadones summer,INTL8AEL,Celia Russo,125,2025-10-30,0,0,FALTA INFO,10
LIV-SUNNY4-GRI,Sala para exterior sunny,INTL8AEL,Celia Russo,125,2025-10-30,49,0,FALTA INFO,10
LIV-SUNSET4-BEI,Sala para exterior con almohadones sunsent,INTL8AEL,Celia Russo,125,2025-10-30,4,0,FALTA INFO,10
LIV-SUNSET4-VER,Sala para exterior con almohadones sunsent,INTL8AEL,Celia Russo,125,2025-10-30,37,0,FALTA INFO,10
LIV-SUNSET5-BEI,Sala para exterior con almohadones sunsent,INTL8AEL,Celia Russo,125,2025-10-30,0,0,FALTA INFO,10
LIV-SUNSET5-VER,Sala para exterior con almohadones sunsent,INTL8AEL,Celia Russo,125,2025-10-30,18,0,FALTA INFO,10
LIV-SUNSH4-NEG,Sala para exterior sunshine,INTL8AEL,Celia Russo,125,2025-10-30,0,0,FALTA INFO,10
LIV-TERRA4-MAR,Sala para exterior terra,INTL8AEL,Celia Russo,125,2025-10-30,49,0,FALTA INFO,10
OPAL12-BLA,Juego de Vajilla Opal Redonda 12 Piezas CHOPAL12R ColorHome,INTLQSHQ,Celia Russo,150,2025-11-30,0,0,4,11
OPAL12SQ-BLA,Juego de Vajilla Opal Cuadrada 12 Piezas CHOPAL12S ColorHome,INTLQSHQ,Celia Russo,150,2025-11-30,0,0,4,11
OPAL16-BLA,Juego De Vajilla Opal 16 Pz Redonda,INTLQSHQ,Celia Russo,150,2025-11-30,901,0,5,11
OPAL16SQ-BLA,Juego De Vajilla Opal 16 Pz Cuadrada,INTLQSHQ,Celia Russo,150,2025-11-30,901,0,6,11
OPAL25-BLA,Juego De Vajilla Opal 25 Pz Redonda,INTLQSHQ,Celia Russo,150,2025-11-30,360,0,9,11
OPAL31-BLA,Juego De Vajilla Opal 31 Pz Redonda,INTLQSHQ,Celia Russo,150,2025-11-30,746,0,12,11
PRESSBE-1,Estacion Dominadas Banco Ejercicio Musculacion Fitness Gym,INTL1WAF,Vanina Paolillo,100,2025-09-30,0,0,58,9
PRESSBE-2,Banco Multiposiciones Para Hacer Ejercicio Pesas Hogar Gym,INTL1WAF,Vanina Paolillo,100,2025-09-30,481,0,38,9
PRESSBE-5,Banco Para Pesas Plegable Inclinado Entrenamiento Fitnness,INTL1WAF,Vanina Paolillo,100,2025-09-30,7,0,26,9
PRESSBE-4,Ejercitador Vertical Ejercicio Abdomen Cardio Interior Hogar,INTL1WAF,Vanina Paolillo,100,2025-09-30,385,0,26,9
PRESSBE-6,Ejercitador Aparato Banco Multifuncional Abdomen Brazos 6en1,INTL1WAF,Vanina Paolillo,100,2025-09-30,0,0,22,9
SH3-BLA,Mueble Zapatero Con 3 Cajones Mediano,INTLBRBMOZ,Celia Russo,125,2025-10-30,115,0,16,10
SH4-BLA,Mueble Zapatero Con 4 Cajones Mediano,INTLBRBMOZ,Celia Russo,125,2025-10-30,11,0,23,10
SHED-1-NEG,Cobertizo de metal aire libre techo 1 caida,INTLBRBMOZ,Flor Coronel,125,2025-10-30,37,0,FALTA INFO,10
SHED-2-NEG,Cobertizo de metal aire libre techo 2 caida,INTLBRBMOZ,Flor Coronel,125,2025-10-30,521,0,FALTA INFO,10
SHMTN1-NEG,Mueble Zapatero Con 3 Cajones Mediano Montana,INTLBRBMOZ,Celia Russo,125,2025-10-30,35,0,19,10
SHMTN2-MAD,Mueble Zapatero Con 3 Cajones Mediano Montana,INTLBRBMOZ,Celia Russo,125,2025-10-30,0,0,21,10
SHMTN3-MAD,Mueble Zapatero Banco Con 1 Compartimiento Chico Montana,INTLBRBMOZ,Celia Russo,125,2025-10-30,228,0,16,10
SHMTN4-MAD,Mueble Zapatero Banco Con 2 Compartimientos Chico Montana,INTLBRBMOZ,Celia Russo,125,2025-10-30,39,0,19,10
SH18-BLA,Mueble Zapatero Zapatera Organizador Madera 18 Pares Hogar,INTLBRBMOZ,Celia Russo,125,2025-10-30,0,0,23,10
SH18-MAD,Mueble Zapatero Zapatera Organizador Madera 18 Pares Hogar,INTLBRBMOZ,Celia Russo,125,2025-10-30,0,0,23,10
SH18-NEG,Mueble Zapatero Zapatera Organizador Madera 18 Pares Hogar,INTLBRBMOZ,Celia Russo,125,2025-10-30,0,0,23,10
SOB-CINEMA3-GRI,Sofa cama cinema,INTL8AEL,Celia Russo,125,2025-10-30,24,0,FALTA INFO,10
SOB-GALA2-GRI,Sofa cama gala 2 piezas,INTL8AEL,Celia Russo,125,2025-10-30,0,0,FALTA INFO,10
SOB-GALA3-GRI,Sofa cama gala 3 piezas,INTL8AEL,Celia Russo,125,2025-10-30,12,0,FALTA INFO,10
SOB-MULTI2-GRI,Sofa cama multi,INTL8AEL,Celia Russo,125,2025-10-30,0,0,FALTA INFO,10
SOB-VEGA3-GRI,Sofa cama vega,INTL8AEL,Celia Russo,125,2025-10-30,83,0,FALTA INFO,10
SOFA-LEIA-GRI,Sofá Cama Silla Sillón Plegable Sala Moderna Velvet + Cojín,INTL8AEL,Celia Russo,125,2025-10-30,10,0,89,10
SOFA-LEIA-GRO,Sofá Cama Silla Sillón Plegable Sala Moderna Velvet + Cojín,INTL8AEL,Celia Russo,125,2025-10-30,19,0,89,10
SOFA-LEIA-VER,Sofá Cama Silla Sillón Plegable Sala Moderna Velvet + Cojín,INTL8AEL,Celia Russo,125,2025-10-30,0,0,89,10
SOFALUXE-BEI,Silla Sillón Reclinable De Tela Reposet Manual Individual,INTL8AEL,Celia Russo,125,2025-10-30,0,0,69,10
SOFALUXE-GRI,Silla Sillón Reclinable De Tela Reposet Manual Individual,INTL8AEL,Celia Russo,125,2025-10-30,0,0,72,10
SOFAMIA-GRI,Sofa Cama Contemporaneo KingsHouse,INTL8AEL,Celia Russo,125,2025-10-30,154,0,30,10
SOFAMIA-GRO,Sofa Cama Contemporaneo KingsHouse,INTL8AEL,Celia Russo,125,2025-10-30,483,0,30,10
SOFA-REVE3P-BEI,Silla Sofá Sala Esquinera Izquierda Sillón Reversible Madera,INTL8AEL,Celia Russo,125,2025-10-30,50,0,79,10
SOFA-REVE3P-GRI,Silla Sofá Sala Esquinera Izquierda Sillón Reversible Madera,INTL8AEL,Celia Russo,125,2025-10-30,0,0,79,10
SOFA-SERENE-BEI,Sofá Cama Reclinable Silla Convertible Sillón Sala Moderna,INTL8AEL,Celia Russo,125,2025-10-30,0,0,59,10
SOFA-SERENE-GRI,Sofá Cama Reclinable Silla Convertible Sillón Sala Moderna,INTL8AEL,Celia Russo,125,2025-10-30,77,0,59,10
SOFA-SERENE-GRO,Sofá Cama Reclinable Silla Convertible Sillón Sala Moderna,INTL8AEL,Celia Russo,125,2025-10-30,87,0,59,10
SWG-SUMMER-GRI,Columpio para exterior summer,INTL8AEL,Celia Russo,125,2025-10-30,0,0,FALTA INFO,10
TABL-ARENA2-BLA,Mesa Comoda Para Tv De Metal Puertas PC Arena,INTLH5Q5,Celia Russo,125,2025-10-30,0,0,FALTA INFO,10
TABL-ARENA2-NEG,Mesa Comoda Para Tv De Metal Puertas PC Arena,INTLH5Q5,Celia Russo,125,2025-10-30,0,0,FALTA INFO,10
TABL-BASIC-BLA,Mesa comoda para cocina chica basic,INTLH5Q5,Celia Russo,125,2025-10-30,54,0,4,10
TABL-BASIC-MAD,Mesa comoda para cocina chica basic,INTLH5Q5,Celia Russo,125,2025-10-30,54,0,4,10
TABL-BASIC-NEG,Mesa comoda para cocina chica basic,INTLH5Q5,Celia Russo,125,2025-10-30,54,0,4,10
TABL-CLARA1-MAD,Mesa comoda con 1 puerta y 1 repisa mediana clara,INTLH5Q5,Celia Russo,125,2025-10-30,83,0,26,10
TABL-CLARA2R-MAD,Mesa comoda recibidor con 2 puertas mediana clara,INTLH5Q5,Celia Russo,125,2025-10-30,83,0,26,10
TABL-CLARA3L-MAD,Mesa comoda para tv con 2 Puertas y 2 repisas grande clara,INTLH5Q5,Celia Russo,125,2025-10-30,83,0,23,10
TABL-COFFE1-MAD,Mesa comoda con bandeja desplegable y compartimientos mediana,INTLH5Q5,Celia Russo,125,2025-10-30,83,0,21,10
TABL-MONTAN1-NEG,Mesa comoda para tv con 1 puerta y 2 cajones grande montana,INTLH5Q5,Celia Russo,125,2025-10-30,83,0,35,10
TABL-MONTAN2-MAD,Mesa comoda para tv con 2 cajones y 3 repisas grande montana,INTLH5Q5,Celia Russo,125,2025-10-30,83,0,24,10
TABL-MONTAN3-MAD,Mesa comoda con bandeja desplegable y compartimientos mediana mo,INTLH5Q5,Celia Russo,125,2025-10-30,83,0,30,10
TBINMET12,Bote de Basura Metalico Acero Inox Con Pedal Cocina 12L,INTLXLVO,Celia Russo,150,2025-11-30,834,0,4,11
TBINMET20,Bote De Basura Acero Inoxidable Metalico Basurero Cocina 20L,INTLXLVO,Celia Russo,150,2025-11-30,297,0,6,11
TBINMET30,Bote De Basura Acero Inoxidable Metalico Basurero Cocina 30L,INTLXLVO,Celia Russo,150,2025-11-30,0,0,7,11
TBINMET6,Bote de Basura Acero Inoxidable Metalico Basurero Cocina 6L,INTLXLVO,Celia Russo,150,2025-11-30,498,0,4,11
TBINMET7,Bote de Basura Con Pedal Acero Inoxidable Metalico Cocina 7L,INTLXLVO,Celia Russo,150,2025-11-30,873,0,3,11
TBINMET8,Bote de Basura Cocina Con Pedal Acero Inoxidable Metalico 8L,INTLXLVO,Celia Russo,150,2025-11-30,343,0,7,11
TBINPLA110-VER,Contenedor de basura 110 litros,INTLXLVO,Fer,150,2025-11-30,290,0,FALTA INFO,11
TBINPLA240-VER,Contenedor de basura 240 litros,INTLXLVO,Fer,150,2025-11-30,725,0,FALTA INFO,11
TBINPLA50-VER,Contenedor de basura 50 litros,INTLXLVO,Fer,150,2025-11-30,362,0,FALTA INFO,11
TOLIX-BAR2-BLA,Banco Alto Respaldo Tipo Tolix Vintage Minimalista Moderno,INTLH5Q5,Celia Russo,125,2025-10-30,0,0,9,10
TOLIX-BAR2-NEM,Banco Alto Respaldo Tipo Tolix Vintage Minimalista Moderno,INTLH5Q5,Celia Russo,125,2025-10-30,0,0,9,10
TOLIX-BAR2-ROJ,Banco Alto Respaldo Tipo Tolix Vintage Minimalista Moderno,INTLH5Q5,Celia Russo,125,2025-10-30,0,0,9,10
TOLIX-CLASSIC1-BLA,Silla Tolix Metal Vintage Restaurante Comedor Exterior Casa,INTLH5Q5,Celia Russo,125,2025-10-30,0,0,7,10
TOLIX-CLASSIC1-NEM,Silla Tolix Metal Vintage Restaurante Comedor Exterior Casa,INTLH5Q5,Celia Russo,125,2025-10-30,"2,537",0,7,10
TOLIX-CLASSIC1-ROJ,Silla Tolix Metal Vintage Restaurante Comedor Exterior Casa,INTLH5Q5,Celia Russo,125,2025-10-30,0,0,7,10
TOLIX-CLASSIC2-BLA,Silla Tolix De Metal Con Asiento Madera Para Casa Comedor,INTLH5Q5,Celia Russo,125,2025-10-30,252,0,10,10
TOLIX-CLASSIC2-NEM,Silla Tolix De Metal Con Asiento Madera Para Casa Comedor,INTLH5Q5,Celia Russo,125,2025-10-30,208,0,10,10
VINTA-B,Bicicleta Urbana Citadina Xtreme Life,INTLGM22,Vanina Paolillo,110,2025-10-30,14,0,35,10
VINTA-L,Bicicleta Urbana Citadina Xtreme Life,INTLGM22,Vanina Paolillo,110,2025-10-30,177,0,35,10
VINTA-M,Bicicleta Urbana Citadina Xtreme Life,INTLGM22,Vanina Paolillo,110,2025-10-30,141,0,35,10
VINTA-N,Bicicleta Urbana Citadina Xtreme Life,INTLGM22,Vanina Paolillo,110,2025-10-30,177,0,35,10
VINTA-R,Bicicleta Urbana Citadina Xtreme Life,INTLGM22,Vanina Paolillo,110,2025-10-30,100,0,35,10
VOLTAIRBO70,Soplador de aire para pisos,nuevos humid,Fer,90,2025-09-30,0,0,FALTA INFO,9
VOLTAIRDR6,Deshumidificador de aire electrico portatil,nuevos humid,Fer,90,2025-09-30,0,0,FALTA INFO,9
VOLTEVA-BLA,Aspiradora robot trapeadora con vaciado automatico,nuevos humid,Fer,90,2025-09-30,0,0,FALTA INFO,9
VOLTEVA-NEG,Aspiradora robot trapeadora con vaciado automatico,nuevos humid,Fer,90,2025-09-30,0,0,FALTA INFO,9
XTRAIL-1B,Bicicleta De Montaña R26 Freno Disco Shimano 21 Velocidades,INTLGM22,Vanina Paolillo,110,2025-10-30,203,0,FALTA INFO,10
XTRAIL-2B,Bicicleta de montaña 29 pulgadas estilo Shimano,INTLGM22,Vanina Paolillo,110,2025-10-30,177,0,51,10
XTRAIL-2LBL,Bicicleta De Montaña Rodada 29 Frenos Shimano 21V Aluminio,INTLGM22,Vanina Paolillo,110,2025-10-30,0,0,FALTA INFO,10
XTRAIL-2G,Bicicleta De Montaña Rodada 29 Frenos Shimano 21V Aluminio,INTLGM22,Vanina Paolillo,110,2025-10-30,0,0,51,10
XTRAIL-2OR,Bicicleta de montaña 29 pulgadas estilo Shimano,INTLGM22,Vanina Paolillo,110,2025-10-30,0,0,51,10
XTRAIL-3R,Bicicleta De Montaña R26 Freno Disco Shimano 21 Vel Aluminio,INTLGM22,Vanina Paolillo,110,2025-10-30,84,0,FALTA INFO,10
XTRAIL-3Y,Bicicleta De Montaña R26 Freno Disco Shimano 21 Vel Aluminio,INTLGM22,Vanina Paolillo,110,2025-10-30,84,0,FALTA INFO,10
XTRAIL-4B,Bicicleta de montaña 29 pulgadas estilo Shimano doble suspensión,INTLGM22,Vanina Paolillo,110,2025-10-30,89,0,51,10
RUMG40,Juego 4 Maletas De Viaje Rigidas Ruedas 360 Bolsas De Viaje,INTLUQXH,Flor Coronel,90,2025-09-30,"1,624",0,36,9
RUMG30,Juego 3 Maletas De Viaje Rigidas Ruedas 360 Bolsas De Viaje,INTLUQXH,Flor Coronel,90,2025-09-30,299,0,FALTA INFO,9
SINGLEDREAMER,Colchon en Caja Premium Individual 100x190 SingleDreamer ColorDreams,INTL8JW1,Flor Coronel,100,2025-09-30,0,0,48,9
KING1000,Generador Portatil A Gasolina 110v 2.9Hp Corriente Electrica,INTLZ708,Fer,110,2025-10-30,205,0,66,10
RUM30,Juego 3 Maletas De Viaje Rigidas Ruedas 360 Bolsas De Viaje,INTLUQXH,Flor Coronel,90,2025-09-30,0,0,28,9
KMPL2T,Pluma hidraulica 2 toneladas KINGSMAN,INTL2VQ1,Fer,110,2025-10-30,0,0,73,10
DREAMERTWO,Colchon en Caja Básico Matrimonial 135x190 DreamerTwo ColorDreams,INTL8JW1,Flor Coronel,100,2025-09-30,"1,024",0,42,9
KMEM35,Escalera Multiposiciones De Aluminio 3.5 Metros 12 Peldaños,INTL99PB,Fer,100,2025-09-30,"2,769",0,27,9
KHCESPMB,Colchon Matrimonial En Caja 15cm Alto KingsHouse,INTL8JW1,Flor Coronel,100,2025-09-30,"1,096",0,33,9
RUM40,Juego 4 Maletas De Viaje Rigidas Ruedas 360 Bolsas De Viaje,INTLUQXH,Flor Coronel,90,2025-09-30,0,0,36,9
300206-SZ,Mueble Alacena Cajones Puertas Repisas Cafe Cocina Despensa,INTLBR4SWO,Celia Russo,110,2025-10-30,40,0,81,10
DREAMERONE,Colchon en Caja Básico Individual 100x190 DreamerOne ColorDreams,INTL8JW1,Flor Coronel,100,2025-09-30,"1,255",0,31,9
HIDROKING2200RC,Hidrolavadora Eléctrica Portatil 2200 Psi 2000w + Accesorios,INTLZ708,Fer,110,2025-10-30,0,0,39,10
KHCESPIB,Colchon Individual En Caja 15cm Alto KingsHouse,INTL8JW1,Flor Coronel,100,2025-09-30,"1,292",0,26,9
CP3DREAM135,Colchon plegable en 3 partes 135cm COLORDREAMS,INTL8JW1,Flor Coronel,100,2025-09-30,80,0,30,9
KHSPRING2B,Colchon 16cm resortes Matrimonial Blanco,INTL8JW1,Flor Coronel,100,2025-09-30,461,0,33,9
CP3DREAM80,Colchon plegable en 3 partes 80cm COLORDREAMS,INTL8JW1,Flor Coronel,100,2025-09-30,238,0,20,9
CP3DREAM100,Colchon plegable en 3 partes 100cm COLORDREAMS,INTL8JW1,Flor Coronel,100,2025-09-30,0,0,23,9
KINGCHEST5-1G,Comoda Cajonera 5 Cajones Mueble Organizador de Tela Madera ,INTLI5B7,Celia Russo,125,2025-10-30,0,0,20,10
KH3PLBB,SALA ESQUINA IZQUIERDA PARA EXTERIORES JARDIN RATTAN,INTL8AEL,Celia Russo,125,2025-10-30,0,0,76,10
KHCESP12IB,Colchón Individual En Caja 12cm De Alto Memory Foam Espuma,INTL8JW1,Flor Coronel,100,2025-09-30,"1,096",0,21,9
CEC3VOLT,Calefactor Calentador Halogeno Electrico De Cuarzo 3 Niveles,INTL39N1,Fer,110,2025-10-30,0,0,8,10
VWINE12,Cava De Vinos Para 12 Botellas VWINE12 VOLTIO,INTLIXBT,Fer,90,2025-09-30,0,0,60,9
XTRAIL-3B,Bicicleta De Montaña R26 Freno Disco Shimano 21 Vel Aluminio,INTLGM22,Vanina Paolillo,110,2025-10-30,0,0,49,10
FVT30,Ventilador Pedestal Industrial 30 Pulgadas De Pie Kingsman,INTL39N1,Fer,110,2025-10-30,586,0,32,10
KH3PLGB,SALA ESQUINA IZQUIERDA PARA EXTERIORES JARDIN RATTAN,INTL8AEL,Celia Russo,125,2025-10-30,0,0,76,10
KHCESPMG,Colchon Matrimonial En Caja 15cm Alto KingsHouse,INTL8JW1,Flor Coronel,100,2025-09-30,"1,493",0,33,9
KHSOFABEDPLM,Sofa Cama Doble Sillon Plegable Matrimonial Colchon,INTL8JW1,Flor Coronel,100,2025-09-30,0,0,40,9
DNG-GLAZI6-NEG,JUEGO DE COMEDOR MESA + 6 SILLAS TAPA DE VIDRIO TEMPLADO,INTL8AEL,Celia Russo,125,2025-10-30,0,0,76,10
KMPR12T,Prensa hidraulica 12 toneladas KINGSMAN,INTL2VQ1,Fer,110,2025-10-30,0,0,51,10
KINGDIPLA400,Diablito Carga Plataforma Rueda Neumatica 200/400 kg Acero,INTL025T,Fer,110,2025-10-30,0,0,18,10
KH3PLGBL,SALA ESQUINA DERECHA PARA EXTERIORES JARDIN RATTAN,INTL8AEL,Celia Russo,125,2025-10-30,0,0,76,10
KH3PLBBL,SALA ESQUINA DERECHA PARA EXTERIORES JARDIN RATTAN,INTL8AEL,Celia Russo,125,2025-10-30,0,0,76,10
KINGSVIBC6,Vibrador de Concreto A Gasolina 6.5 HP con Chicote 6 mts Kingsma,INTL9YO5,Fer,90,2025-09-30,0,0,122,9
FLR24,Ventilador De Piso Industrial 24 Pulgadas Aluminio Kingsman,INTL39N1,Fer,110,2025-10-30,0,0,32,10
TWR32,Ventilador de torre 34 pulgadas con control remoto Voltio,INTLQ7LO,Fer,150,2025-11-30,0,0,14,11
KHSO1B,Silla Giratoria de Escritorio Ergonomica Negra Mesh Oficina,INTLH5Q5,Celia Russo,125,2025-10-30,362,0,13,10
KHSPRING1B,Colchon 16cm resortes Individual Blanco,INTL8JW1,Flor Coronel,100,2025-09-30,545,0,26,9
BAMBYNOOZ3,Corral Cuna Bebe Viaje Plegable,INTL8WQU,Celia Russo,90,2025-09-30,0,0,15,9
B1276-SZ,Escritorio + Estante De 3 Niveles + Estante 1 Nivel Para Estudia,INTLBRSM89,Flor Coronel,90,2025-09-30,0,0,24,9
XTRAIL-1BL,Bicicleta De Montaña R26 Freno Disco Shimano 21 Velocidades,INTLGM22,Vanina Paolillo,110,2025-10-30,63,0,42,10
TWR291,Ventilador de torre 29 pulgadas con control remoto Voltio,INTLQ7LO,Fer,150,2025-11-30,0,0,11,11
KMEM27,Escalera Multiposiciones De Aluminio 2.7 Metros 8 Peldaños,INTL99PB,Fer,100,2025-09-30,368,0,21,9
BAMBYNOOZ2,Corral Cuna Bebe Viaje con Mosquitero Cambiador Y Juguete Movil,INTL8WQU,Celia Russo,90,2025-09-30,0,0,26,9
KINGDREAMER,Colchon en Caja Premium King 200x190 KingDreamer ColorDreams,INTL8JW1,Flor Coronel,100,2025-09-30,285,0,89,9
KINGREVO600,Revolvedora de concreto Eléctrica 140L 550W Kingsman,INTL9YO5,Fer,90,2025-09-30,0,0,114,9
XTRAIL-1W,Bicicleta De Montaña R26 Freno Disco Shimano 21 Velocidades,INTLGM22,Vanina Paolillo,110,2025-10-30,133,0,42,10
KMBCF38G,Caja Fuerte Biometrica Grande Digital Huella De Seguridad,INTL9APC,Fer,110,2025-10-30,0,0,30,10
KMBCF50G,Caja Fuerte Biometrica Super Grande Huella De Seguridad,INTL9APC,Fer,110,2025-10-30,0,0,39,10
BAMBYNOOZ1,Corral Cuna Bebe Viaje con Mosquitero Cambiador Y Juguete Movil,INTL8WQU,Celia Russo,90,2025-09-30,0,0,26,9
BAMBYNOOZ,Cuna Colecho Corral,INTL8WQU,Celia Russo,90,2025-09-30,0,0,24,9
BAMBYFLEX360G,Autoasiento 360 Para Carro Con Sistema Seguridad Coche Bebes,INTLRZHC,Celia Russo,150,2025-11-30,135,0,36,11
FLR30,Ventilador De Piso Industrial 30 Pulgadas Aluminio Kingsman,INTL39N1,Fer,110,2025-10-30,395,0,38,10
KHSOG,Silla Ejecutiva con Respaldo Reclinable Gris Mesh Oficina,INTLH5Q5,Celia Russo,125,2025-10-30,178,0,12,10
KMELG5,Escalera de aluminio Little Giant 5 Kingsman,INTL9J1C,Fer,90,2025-09-30,0,0,43,9
KHSOB,Silla Ejecutiva con Respaldo Reclinable Negra Mesh Oficina,INTLH5Q5,Celia Russo,125,2025-10-30,725,0,10,10
LOUNGE-GRO,CAMASTRO ESTRUCTURA METALICA Y ASIENTO DE TEXTILENO,INTL8AEL,Celia Russo,125,2025-10-30,80,0,27,10
TWR29,Ventilador de torre 29 pulgadas silencioso giratorio Voltio,INTLQ7LO,Fer,150,2025-11-30,0,0,9,11
BAMBYDREAM30,Colchón Cuna - 70x130x15cm MEDIUM BAMBYDREAM30 BAMBY,INTL8JW1,Flor Coronel,100,2025-09-30,120,0,20,9
KHCESPIG,Colchon Individual En Caja 15cm Alto KingsHouse,INTL8JW1,Flor Coronel,100,2025-09-30,"1,743",0,26,9
CE1BVOLT,Calefactor Portatil Calentador Electrico Ventilador 1500W,INTL39N1,Fer,110,2025-10-30,0,0,6,10
SOFARE-BEI,Sillon Reclinable Contemporaneo,INTL8AEL,Celia Russo,125,2025-10-30,7,0,49,10
